formula,image,formula_len_chars,formula_len_tokens_rough,image_width,image_height,aspect_ratio
"\frac 1 { \nabla ^ { 2 } } \, \delta _ { \Sigma } ^ { ( 2 ) } ( z - z _ { 0 } ) = - \frac 1 \pi \operatorname { l o g } { \cal E } ( z , z _ { 0 } )",1a9a0575e7.png,148,54,256,64,4.0
"\delta _ { A } \widehat { \phi } \smallskip ( \widehat { x } ) = i [ \widehat { A } \smallskip ,",7e3b3622f9.png,96,25,128,32,4.0
"{ \cal M } = M ( \infty ) = 4 \pi \int _ { 0 } ^ { \infty } \left[ r ^ { 2 } \left( { \cal U } ( f , h , u ) + \alpha ^ { 2 } { \cal K } ( f , h , u ) \right) - \eta ^ { 2 } \right] e ^ { - P ( r ) } \ ,",ff5d66560d.png,203,75,480,64,7.5
"y \sqrt { c } \operatorname { s i n h } \alpha = \operatorname { c o s h } \alpha - \operatorname { c o s h } ( x \sqrt { c } - \alpha ) \; \; , \; \; \; \; \operatorname { t a n h } \alpha \equiv 2 \sqrt { c } \; .",1cd201bfa8.png,215,62,480,32,15.0
\lambda t K _ { \left| n \right| } ( \mu t ) I _ { \left| n \right| } ( \mu t ) .,57bb233b98.png,81,25,160,32,5.0
\dot { G } _ { \pm } + \frac { i } { 2 } \phi ^ { \pm } D _ { \pm } ^ { 2 } G _ { \pm } + \frac { i } { 4 } D _ { \pm } \phi ^ { \pm } D _ { \pm } G _ { \pm } + \frac { 3 } { 4 } i D _ { \pm } ^ { 2 } \phi ^ { \pm } G _ { \pm } = \frac { \kappa _ { 0 } } { 2 } D _ { \pm } ^ { 5 } \phi ^ { \pm } ~ .,3a13510507.png,299,119,480,64,7.5
\mathcal { L } = \sum _ { i = 1 } ^ { N } \bar { \psi } ^ { i } \left( \partial \! \! \! \slash + \lambda \sigma \right) \psi ^ { i },2358b58f46.png,133,39,192,64,3.0
\left\langle \operatorname { e x p } \left( \; 2 \sum _ { b = 1 } ^ { N } \beta ^ { ( b ) } \int _ { \Lambda } d ^ { 2 } x \; t ( x ) \; : \operatorname { c o s } \left( 2 \sqrt { \pi } \varphi ^ { ( b ) } ( x ) \; \right) : _ { Q ^ { W } } \; \right) \right\rangle \; .,24b499dc70.png,270,84,480,64,7.5
"\chi _ { a } ( A ) = \varepsilon _ { a b i } \, A _ { b i } ( x ) = 0 \, ,",67f3e9e236.png,74,30,192,32,6.0
"\omega ( \varepsilon ) = { \frac { e ^ { \beta _ { H } \varepsilon } } { \varepsilon } } ,",52c55aa311.png,90,24,128,64,2.0
"G ^ { ( N , M ) } ( z _ { 1 } , S _ { M + 1 } , \cdots , S _ { N } ; z _ { 1 } , z _ { 2 } ) = 0 .",31872ec89d.png,98,47,320,32,10.0
\varphi \sim A + B \mathrm { s i g n } ( t ) | \vec { k } t | ^ { \epsilon } .,787a1f5717.png,78,27,192,32,6.0
\stackrel { \rightarrow } { x } ( \tau ) = m ^ { - 2 } \stackrel { \rightarrow } { V },5cdfccedbe.png,86,24,128,32,4.0
"R _ { i j , k l } = \delta _ { i k } \delta _ { j l } ( 1 + \delta _ { i j } ( q - 1 ) ) + \lambda \delta _ { i l } \delta _ { j k } \theta ( i - j ) \quad i , j . . . = 1 . . . n",55783f169a.png,179,70,480,32,15.0
"S = - T _ { ( p - 1 ) } \int d ^ { p } \sigma \sqrt { - \operatorname* { d e t } ( \mathcal { G } _ { \alpha \beta } + 2 \pi \alpha ^ { \prime } \mathcal { F } _ { \alpha \beta } ) } ,",a20e473646.png,184,58,320,64,5.0
"S _ { p , m } = \prod _ { A < B } \prod _ { I < J } ( z _ { I } ^ { A } - z _ { J } ^ { B } ) ^ { K _ { A , B } } \prod _ { A } \prod _ { I < J } ( z _ { I } ^ { A } - z _ { J } ^ { A } ) ^ { K _ { A , A } - 1 }",58e6560c6c.png,211,98,384,64,6.0
"H _ { L C } = \int _ { 0 } ^ { l } \mathcal { H } _ { L C } = \int _ { 0 } ^ { l } d \sigma \, \frac { G _ { + - } } { 2 \, \pi _ { - } } \left( G ^ { i j } \pi _ { i } \pi _ { j } + \frac { 1 } { ( 2 \pi \alpha ^ { \prime } ) ^ { 2 } } G _ { i j } Z ^ { i \, \prime } Z ^ { j \, \prime } \right)",2fdcb5efee.png,296,114,480,64,7.5
"a _ { M } = { \frac { ( - ) ^ { { \frac { 1 } { 2 } } M ( M + 1 ) } } { M ! [ ( M - 1 ) ! \ldots 2 \cdot 1 ] ^ { 2 } } } ~ ~ ,",121b29a34e.png,126,55,224,64,3.5
"{ \cal H } ( p ) = - 2 i \varepsilon ^ { \mu \nu \rho } \varepsilon ^ { \alpha \beta \lambda } g _ { \nu \alpha } \frac { \mu ^ { \epsilon } } { ( 2 \pi ) ^ { d } } \int { \cal D } q \frac { 1 } { ( p + q ) ^ { 2 } q ^ { 2 } } I _ { \beta \mu \lambda \rho } ( q ) \; ,",4b9c24d197.png,268,88,480,64,7.5
"\mathrm { T r } _ { N S - R } = \frac { V _ { 0 } } { 2 \pi } \int \d E \, \sum _ { m = 0 } ^ { N - 1 } \sum _ { w = - \infty } ^ { \infty } \, \cdots .",4a4f93cbe5.png,152,57,256,64,4.0
R _ { \mu \nu } - \frac { 1 } { 2 } R g _ { \mu \nu } = 0,7149ecb438.png,57,23,160,64,2.5
"{ \frac { \alpha } { p ( N ) } } \ \left( { \frac { 1 } { c ( N ) } } - 1 \right) \approx { \frac { 2 A _ { 2 } } { p ( N ) ^ { 2 } } } \, .",7665dff25e.png,140,53,224,64,3.5
"F ( z ) \; = \; F ( 0 ) \, + \, \sum _ { m = 1 } ^ { \infty } \, \left\{ \frac { b _ { m } } { z - a _ { m } } + \frac { b _ { m } } { a _ { m } } \right\} \, + \, \sum _ { m = 1 } ^ { \infty } \, \left\{ \frac { b _ { - m } } { z - a _ { - m } } + \frac { b _ { - m } } { a _ { - m } } \right\} \, .",1eb0468393.png,300,117,480,64,7.5
"\{ Q ^ { \alpha } , \bar { Q } _ { \beta } \} = - i ( \Gamma ^ { a } ) _ { \beta } ^ { \alpha } P _ { a } - i ( \Gamma ^ { a b c d e } ) _ { \beta } ^ { \alpha } Z _ { a b c d e } ,",12cc91e6d0.png,181,70,320,32,10.0
"\frac { \xi } { \sqrt { 1 - \dot { r } ^ { 2 } } } = \sqrt { x _ { 1 } ^ { 2 } + x _ { 2 } ^ { 2 } } - r ( \tau ) ,",3ab85e1c73.png,115,48,224,64,3.5
"\left( A _ { 0 } , A _ { 1 } , \phi , \pi _ { 0 } , \pi _ { 1 } , \pi _ { \phi } \right) \longleftrightarrow \left( \xi _ { 1 } , . . . , \xi _ { 6 } \right) ,",57d8b6dd4a.png,159,52,320,32,10.0
"E ( L ) - E _ { 0 } ( L ) = E _ { R } + E _ { L } + M \operatorname { c o s h } \theta \ ,",2350414e35.png,90,37,320,32,10.0
"v _ { e f f } = \left( { \frac { y _ { i } } { y _ { 0 } } } + 1 \right) ^ { 1 / 3 } e ^ { - n } v _ { i } \, .",c17e9094b3.png,111,48,192,64,3.0
"\Pi _ { \mu \nu \rho \sigma } ^ { r } ( p , q , k ) = \Pi _ { \mu \nu \rho \sigma } ( p , q , k ) - \Pi _ { \mu \nu \rho \sigma } ( p , 0 , 0 )",70eb7647b5.png,143,51,384,32,12.0
"p _ { \nu } ^ { \prime } T _ { \mu \nu } ^ { S \rightarrow A A } = 2 m i [ T _ { \mu } ^ { S \rightarrow A P } ] - 4 m ( k _ { 3 } + k _ { 2 } ) _ { \alpha } \triangle _ { \alpha \mu } - 4 m ( l _ { 3 } + l _ { 2 } ) _ { \alpha } \triangle _ { \alpha \mu } ,",4b79ffccd9.png,258,93,480,32,15.0
"\sum _ { j = 1 } ^ { n } [ I _ { i j } ] _ { \hat { q } } \, m _ { j } = 2 \operatorname { c o s } \pi \left( \vartheta _ { h } + t _ { i } \vartheta _ { H } \right) \, m _ { i } \; , \quad \hat { q } = e ^ { i \pi s \vartheta _ { H } } \; .",1481a60f40.png,241,87,384,64,6.0
"W ^ { a } = \frac { 1 } { I E } \big ( | Z | ^ { 2 } H ^ { a } - A ^ { a } A _ { b } H ^ { b } + | Z | ^ { 2 } T ^ { a b } \! A _ { b } \big ) \, ,",44a2ebab25.png,147,68,320,64,5.0
"\Delta + \bar { \Delta } = \frac { ( m + n k / 4 ) ^ { 2 } } { k } + \frac { ( m - n k / 4 ) ^ { 2 } } { k } \, .",40be12af5f.png,113,46,320,64,5.0
"\Delta _ { a } ^ { \! l i n } = - \int \frac { k ^ { \prime } } { 2 l } \, d l - \frac { 1 } { 2 } V \, .",62fd4fd186.png,105,41,192,64,3.0
"\Sigma _ { - } = a _ { 1 } ( x ) \operatorname { e x p } { ( 3 ( \gamma - 1 ) \tau ) } , ~ ~ \Sigma _ { \times } = a _ { 2 } ( x ) \operatorname { e x p } { ( 3 ( \gamma - 1 ) \tau ) } ,",5b397b1cd0.png,186,66,480,32,15.0
"\left[ \widehat { x } _ { 0 } , \widehat { x } _ { i } \right] = { \frac { i } { \kappa } } \widehat { x } _ { i } \qquad \left[ \widehat { x } _ { i } , \widehat { x } _ { j } \right] = 0",cbd7757104.png,188,59,224,64,3.5
"\begin{array} { l l l l l l } { \displaystyle D } & { = 3 } & { : \quad } & { S p ( 4 ; R ) } & { \to } & { O S p ( N ; 1 | R ) } \\ { \displaystyle D } & { = 4 } & { : \quad } & { S U ( 2 , 2 ) } & { \to } & { S U ( 2 , 2 | N ) } \\ { \displaystyle D } & { = 6 } & { : \quad } & { U _ { \alpha } ( 4 ; H ) } & { \to } & { U U _ { \alpha } ( N ; 4 | R ) } \\ \end{array}",2983f1a42e.png,370,141,384,96,4.0
"\int _ { 0 } ^ { \infty } d k \sqrt { k ^ { 2 } + 4 } \left( \frac { 4 \operatorname { c o s } \rho } { k ^ { 2 } + 4 \operatorname { c o s } ^ { 2 } \rho } - \frac { 4 \operatorname { c o s } \rho } { k ^ { 2 } + 4 } + \frac { 4 c _ { + } } { k ^ { 2 } + 4 c _ { + } ^ { 2 } } - \frac { 4 c _ { + } } { k ^ { 2 } + 4 } \right) ,",6da72deb03.png,329,123,480,64,7.5
\left( 1 + i \gamma \right) ^ { - 1 } \approx \left( 1 - i \gamma \right) .,5a0621bac5.png,75,19,192,32,6.0
{ \cal P } : \quad,68641b1f35.png,18,6,128,32,4.0
"[ \Pi ( { \bf { x } } \sigma ) , \rho ( { \bf { y } } \sigma ^ { ' } ) ] = i \mathrm { ~ } \delta ( { \bf { x } } - { \bf { y } } ) \delta _ { \sigma , \sigma ^ { ' } }",1de2776366.png,168,60,256,32,8.0
"E ^ { ( R ) } = { \frac { n _ { R } } { | G | } } \sum _ { g \in G } \chi ^ { ( R ) } ( g ) U ( g ) ~ ,",cb1a57840a.png,103,46,224,64,3.5
E _ { \small C a s i m i r } ^ { \small b u l k } = { \frac { 1 } { 8 \pi ^ { 2 } } } \; V \; \hbar c \; K ^ { 4 } \; \left[ { \frac { 1 } { n } } - 1 \right] .,707fec2eb3.png,160,61,256,64,4.0
"H _ { 0 } = \int _ { 0 } ^ { \infty } d p \, p [ A ^ { \dag } ( p ) A ( p ) - B ^ { \dag } ( p ) B ( p ) ] .",4fe7cc11b0.png,108,47,320,64,5.0
"\Omega ^ { J } \equiv ( v _ { i } ^ { J } ) ^ { T } \frac { \partial V ( q ) } { \partial q _ { i } } = 0 ,",37b3dd5bd8.png,107,40,192,64,3.0
\partial _ { \mu } < T T R > = ( N _ { c } ^ { 2 } - 1 ) \cdot \left[ \mathrm { \vspace { 2 e x } \mathrm { 1 } \vspace { 0 e x } } \right] + 3 \cdot ( N _ { c } ^ { 2 } - 1 ) \cdot \left[ - \frac { 1 } { 3 } \right] = 0,1f1d28bc77.png,220,75,480,64,7.5
"\frac { \partial g _ { k } } { \partial x _ { j } } = \frac { \partial h _ { k } } { \partial y _ { j } } \, \, \, ; \, \, \, \frac { \partial h _ { k } } { \partial x _ { j } } = - \frac { \partial g _ { k } } { \partial y _ { j } } ,",5999b32439.png,235,79,224,64,3.5
{ \cal D } [ \partial ] : = 1 + { \frac { \partial ^ { 2 } } { \eta ^ { 2 } } } - { \frac { \partial ^ { 4 } } { \gamma ^ { 4 } } } .,13ef0a5f7d.png,133,47,160,64,2.5
"Z _ { 0 } ^ { F } ( T , L ) \equiv \operatorname { e x p } \left( \frac { \pi L T } { 6 } \right) .",7330bec29b.png,99,33,192,64,3.0
"x \mapsto \omega ( \Xi ) ( x ) , \quad \ x \in { \cal O } ,",1ddfa77a15.png,59,19,192,32,6.0
\left. \begin{array} { l } { \rho ( 1 ) = 1 } \\ { \rho ( 2 ) = 2 } \\ { \ldots } \\ { \rho ( p ) = p } \\ \end{array} \right\},532b6d7730.png,127,38,384,96,4.0
"H = 1 + Q _ { 1 } \sum _ { n = - \infty } ^ { \infty } \frac { 1 } { \mid \vec { y } - 2 \pi n a \hat { z } \mid ^ { 6 } } ,",3dddd02569.png,124,47,256,64,4.0
"z ( \varepsilon , \tau ) \; = \; u \: + \: 2 \tau v \: + \: ( 1 - \varepsilon ^ { 2 } ) \: \tau ^ { 2 } \: q ^ { 2 } \: - \: \frac { q ^ { 2 } } { 4 } \; .",4bb7d69576.png,155,56,320,64,5.0
V ( \Phi ) = - m ^ { 2 } \mathrm { T r } [ \Phi ^ { 2 } ] + h ( \mathrm { T r } [ \Phi ^ { 2 } ] ) ^ { 2 } + \lambda \mathrm { T r } [ \Phi ^ { 4 } ] + V _ { 0 },2350b6d78e.png,161,63,384,32,12.0
g \approx 3 - \sqrt 3 - 0 . 9 1 7 7 f _ { 0 } ^ { 2 } \; .,df04b95eb0.png,58,24,192,32,6.0
"\varepsilon ( p ^ { 0 } ) = \theta ( p ^ { 0 } ) - \theta ( - p ^ { 0 } ) = \frac { p ^ { 0 } } { | p ^ { 0 } | } ,",3f0119b21c.png,115,46,224,64,3.5
\tilde { \omega } _ { m a b } = \hat { \omega } _ { m a b } - \frac { i \kappa ^ { 2 } } { 4 } \bar { \psi } _ { c } \gamma ^ { c d } { } _ { m a b } \psi _ { d } .,3ae7d4c8aa.png,164,62,224,64,3.5
s p ^ { \mu } = \eta ^ { \alpha } e _ { \alpha } ^ { \mu } ( P _ { 0 } ),5a6fb6e214.png,72,28,128,32,4.0
"q ^ { ( \frac { L } { 2 } - \frac { r } { N } ) } \sum _ { k = l + 1 } ^ { N } q ^ { - m _ { 0 } } B ^ { ( N ) } ( L , r , l + 1 | k ) = \sum _ { k = l + 1 } ^ { N } B ^ { ( N ) } ( L , r , l | k ) .",20a17f575f.png,199,93,480,64,7.5
"[ \Phi ( x ; a _ { 1 } , . . . , a _ { n } ) ] _ { R } = \Phi ( x ; a _ { 1 } , . . . , a _ { n } ) +",294619977e.png,101,48,320,32,10.0
"Z = { \operatorname* { d e t } } _ { T } ^ { - \frac 1 2 } ( - \Delta ) \times { \operatorname* { d e t } } _ { S } ^ { \frac 1 2 } ( - \Delta ) ,",1d883568bc.png,146,49,224,64,3.5
\Omega ( z ) = \int _ { \c C } d w \rho ( w ) \operatorname { l n } ( z - w ),47cf711405.png,77,27,224,64,3.5
"\mathbf { J } ^ { 2 } = ( \mathbf { J } ^ { 2 } ) ^ { \dagger } = G ( \mathbf { J } ^ { 2 } ) ^ { + } G ,",4695858a93.png,105,41,192,32,6.0
"m ^ { 1 ; 1 ; 9 } , \ m ^ { 1 ; 4 ; 9 } , \ m ^ { 2 ; 6 ; 9 } , \ m ^ { 4 ; 7 ; 9 } , \ m ^ { 7 ; 7 ; 9 } , \ m ^ { 2 ; 3 ; 9 ; 9 } , \dots",4a0cc80e74.png,139,68,384,32,12.0
E _ { \pm } \approx \pm m e ^ { - \frac { \mu ^ { 2 } } { m } \Delta x } .,542bfd32ab.png,74,27,160,32,5.0
"M ( S , R ) _ { n } = \left( \begin{array} { l l } { 1 } & { 0 } \\ { 1 } & { 1 } \\ \end{array} \right) ^ { \otimes ( n - 1 ) } \ ,",6dbd31790b.png,132,46,224,64,3.5
"G _ { \alpha \beta } ( \tau , \tau ^ { \prime } ) = \frac { 1 } { 2 } \int \Sigma _ { \alpha \beta } ( \tau , \lambda ^ { \prime } ) \epsilon ( \lambda ^ { \prime } - \tau ^ { \prime } ) \; d \lambda ^ { \prime }",77fb781660.png,212,60,320,64,5.0
"j ^ { m i } \equiv \frac { \delta I _ { S I } } { \delta v _ { m } ^ { i } } , \quad K ^ { m i } \equiv \frac { \delta I _ { S I } } { \delta A _ { m } ^ { i } } .",607ee9e5c2.png,163,61,224,64,3.5
"[ \hat { x } _ { \mu } , \hat { x } _ { \nu } ] = \frac { i } { \kappa } ( a _ { \mu } \hat { x } _ { \nu } - \hat { x } _ { \mu } a _ { \nu } )",3362c78722.png,144,56,192,64,3.0
"\left\{ Q _ { a } , Q _ { b } \right\} _ { { \footnotesize P B } } = f _ { a b c } Q _ { c } \; ,",4fa16f1d3f.png,97,36,192,32,6.0
"A d j ( S p ( 2 n _ { H } ) ) \to A d j ( U ( k ) ) + A d j ( U ( n _ { H } - k ) ) + 2 ( k , n _ { H } - k )",7a54e991b0.png,109,54,480,32,15.0
"C _ { 0 } ( k , q ) = < k , q | \sum _ { j = 0 } ^ { m - 1 } R ^ { - j } \omega ^ { j s } | \phi > = \sum _ { j = 0 } ^ { m - 1 } ( R ^ { j } | k , q > ) ^ { + } \omega ^ { j s } | \phi > .",50a1f82ae6.png,189,84,480,64,7.5
"G ^ { \dagger } = G , \; \; \; \; \; \; \tilde { G } ^ { \dagger } = \tilde { G }",256f1e5b2a.png,81,27,160,32,5.0
I _ { n } ( x ) = \int _ { 0 } ^ { x } d x _ { n } \int _ { 0 } ^ { x _ { n } } d x _ { n - 1 } \cdots \int _ { 0 } ^ { x _ { 2 } } d x _ { 1 } \cdot 1 = \frac { x ^ { n } } { n ! } .,1c7a4617a5.png,183,81,384,64,6.0
"N ^ { \mu \nu } = L ^ { i } n ^ { [ \mu } { } _ { i } X ^ { \nu ] } { } ^ { \prime } = L ^ { * } \eta _ { 1 } ^ { [ \mu } X ^ { \nu ] } { } ^ { \prime } \, .",1de6b57b0c.png,157,66,224,32,7.0
X ^ { + } = { \frac { * ( 2 { \cal D } X ^ { i } \wedge f ^ { + i } ) } { * ( f ^ { + i } \wedge f ^ { - i } ) } } = { \frac { 1 } { \cal R } } ( { \cal D } _ { - } X ^ { i } f _ { + } ^ { ~ + i } - { \cal D } _ { + } X ^ { i } f _ { - } ^ { ~ + i } ),315201f078.png,251,111,384,64,6.0
T ( z ) = L ^ { a b } : J _ { a } ( z ) J _ { b } ( z ) :,2d2e6105f4.png,57,29,192,32,6.0
R ( b ) = \frac { 4 } { k - 2 } \; \frac { k ( k - 4 ) + k ( k - 2 ) b } { [ k + 2 + ( k - 2 ) b ] ^ { 2 } },4e721cfe49.png,108,50,256,64,4.0
n ! \prod _ { i = 1 } ^ { k } d _ { i } ! { \frac { 1 } { ( n - m ) ! } } .,42c766c6dc.png,75,34,160,64,2.5
"[ R , M ] = - \mathrm { \frac { i } { 2 } } \sum _ { \rho \in \Delta _ { + } } g _ { | \rho | } \thinspace { \frac { | \rho | ^ { 2 } \operatorname { c o s } ( \rho \cdot q ) } { \operatorname { s i n } ^ { 2 } ( \rho \cdot q ) } } \thinspace [ \mathrm { e } ^ { 2 \mathrm { i } q \cdot \hat { H } } , \hat { s } _ { \rho } ] .",799f625cf9.png,327,107,384,64,6.0
"l n d e t = \frac { | e \Phi | } { 2 \pi } \operatorname { l n } ( m a ) + R ( m ) ,",323c465216.png,84,32,224,64,3.5
"B ( 0 ) = B _ { \mathrm { f } } ( 0 ) + B _ { \mathrm { b } } ( 0 ) = 0 ,",226979ee71.png,73,31,224,32,7.0
"H \, { \cal U } = i { \frac { \partial } { \partial t } } \, { \cal U } \, ,",4d603c88f4.png,76,25,128,64,2.0
"\Sigma _ { \pm } ( q _ { 3 } , \left| { \bf q } \right| ) = - \frac { 1 } { 4 \pi } \operatorname { l n } \left[ \frac { 1 } { 2 m } \left( - \frac { 1 } { 2 } \delta \pm i q _ { 3 } + \frac { \left| { \bf q } \right| ^ { 2 } } { 2 m } \right) \right] \, + \, O \left( \frac { 1 } { m ^ { 2 } } \right) .",16a0874240.png,304,98,480,64,7.5
\frac { g _ { Y M } ^ { 2 } N } { J ^ { 3 } } \frac { J ^ { 4 } } { N ^ { 2 } } \frac { g ^ { 2 } N } { J ^ { 2 } },386bf9a37b.png,115,52,128,64,2.0
{ \cal L } _ { n } ( H _ { n } ) = ( - T _ { H _ { n } } \bar { R } _ { H _ { n } } ) \phi ^ { n } .,7352f31651.png,100,46,192,32,6.0
"{ \delta _ { \rho } } { \mathcal { F } _ { D } ^ { 1 } } = { \delta _ { \rho } } { \mathcal { F } _ { D } ^ { 0 } } - \alpha { Q } \oint { d } \hat { s } ( \xi ) \rho ( \xi ) { \partial _ { \hat { n } } } { \hat { G } _ { D } } ( \xi , \xi ^ { \prime } ) + ( { \alpha ^ { 2 } } - \alpha { Q } ) \rho ( \xi ^ { \prime } ) .",5d3a4f9d53.png,322,116,480,64,7.5
D \sum _ { I \neq J } ( - 1 ) ^ { p _ { I } p _ { J } } e _ { J I } \otimes e _ { I J } D ^ { - 1 } = \sum _ { I \neq J } e _ { J I } \otimes e _ { I J },252f1b9cea.png,153,65,320,64,5.0
"H ( t ) | n ; t > = E _ { n } ( t ) | n ; t > , ~ ~ < m ; t | n ; t > = \delta _ { m n }",4c475e1afd.png,88,42,384,32,12.0
"E _ { c } = \frac { 4 k l } { R } \left( k - \frac { r _ { + } ^ { 2 } } { l ^ { 2 } } \right) ,",131a79148f.png,96,39,160,64,2.5
"P \sim \operatorname { e x p } \left( - y _ { 0 } ^ { 3 } / M _ { p } ^ { 2 } \ell \right) ,",33fcdc8633.png,92,32,160,64,2.5
"\tilde { W } [ \eta | t ] = \int _ { \eta _ { 0 } } ^ { \eta ( t ) } \delta \eta ^ { ' \nu } ( t ) \, \tilde { E } _ { \nu } [ \eta ^ { \prime } | t ] ,",71feac6326.png,152,55,224,64,3.5
"\partial _ { z } \partial _ { \bar { z } } \theta = \{ n ( n + 1 ) \eta ^ { 2 } + a \} \theta \, , \quad a \in { \cal R } \, , \quad n = 0 , 1 , 2 , \ldots",1e8595e5e1.png,155,52,480,32,15.0
"C _ { 0 } ^ { o p } = g _ { o } ^ { - 2 } \frac { 1 } { \left( 2 \alpha ^ { ^ { \prime } } \right) ^ { d / 2 } } ,",3bf4f3ec2d.png,114,45,160,64,2.5
\alpha ^ { 2 } \partial _ { x ^ { - } } ^ { 3 } g _ { a } ( x ) = 0 ~ ; \alpha \neq 0,2581f66470.png,85,33,192,32,6.0
"Z ^ { i n t } ( s ) = \int { \cal D } A _ { \mu } ~ e ^ { - S _ { b o s } ( A ) - i \int d ^ { 3 } x ~ \varepsilon ^ { \mu \nu \rho } A _ { \mu } \partial _ { \nu } s _ { \rho } } ~ ,",3b1cebad19.png,183,71,320,64,5.0
\hat { \Gamma } _ { 0 } \ldots \hat { \Gamma } _ { ( 1 0 ) } = 1,395413c90f.png,64,22,128,32,4.0
"{ \cal L } = - V ( T ) \sqrt { - \operatorname* { d e t } ( g + F ) } { \cal F } ( z ) ,",3b82cc7aee.png,88,33,256,64,4.0
"\begin{array} { c } { \left\{ M _ { 1 } , M _ { 2 } \right\} = a M _ { 1 } M _ { 2 } - M _ { 1 } M _ { 2 } a , } \\ { a = \frac 1 2 \left( r - r ^ { * } \right) . } \\ \end{array}",7b00f012b2.png,179,64,256,64,4.0
"B ( T ) = - \; { \frac { b _ { 2 } ( V , T ) } { [ b _ { 1 } ( V , T ) ] ^ { 2 } } } \; ,",9bcc0bb538.png,89,42,192,64,3.0
{ \cal H } = { \cal H } _ { a } \otimes { \cal H } _ { A } \otimes { \cal H } _ { c } .,1be344a743.png,87,32,160,32,5.0
"H r ( \tau ) = \frac { k } { \sqrt { 1 + k ^ { 2 } } } \mid \mathrm { s n } [ \frac { \tau } { \sqrt { 1 + k ^ { 2 } } } , \; k ] \mid .",562c231867.png,136,51,320,64,5.0
\delta _ { \beta } \left( \alpha \right) = \alpha \wedge \beta = \alpha _ { a b } \cdot \beta _ { c d } \left( \chi ^ { a b } \otimes \chi ^ { c d } \right) A d _ { R },78ef714591.png,168,47,320,64,5.0
T \sim \frac { m } { L ^ { p } } \sim \frac { 1 } { g \ell _ { s } ^ { p + 1 } } .,173111e861.png,82,33,128,64,2.0
"{ \cal M } _ { b } ^ { u u } = \frac { i g ^ { 4 } } { 2 } [ T ^ { a } T ^ { b } \otimes T _ { a } T _ { b } ] \int \frac { d ^ { 2 } k } { ( 2 \pi ) ^ { 2 } } \left[ \frac { T ( k , p _ { 1 } ) T ^ { * } ( k , p _ { 3 } ) } { w _ { k } - w _ { p } } \right]",3ab0d7b424.png,258,111,384,64,6.0
\int _ { C } \frac { d \nu \: \nu } { i 4 \sqrt { 2 } \operatorname { s i n } \pi \nu } \left[ J _ { \nu } ( z _ { 1 } ) J _ { - \nu } ( z _ { 2 } ) + J _ { - \nu } ( z _ { 1 } ) J _ { \nu } ( z _ { 2 } ) \right] \; \; \; \; \; \; \; \; \; \; \; \; \; \; \; \; \; \; \; \; \;,11a8eea207.png,275,102,384,64,6.0
"\zeta _ { 0 } ( \nu ) = - { \frac { \nu \varrho ^ { - 2 \nu } } { \pi } } \int _ { \mu } ^ { \infty } d \omega \int _ { C _ { + } } d z { \frac { 2 z ^ { 2 } } { ( z ^ { 2 } + \omega ^ { 2 } ) ^ { \nu + 1 } } } \breve { \Psi } ( \omega ; z ) e ^ { i \epsilon z } ~ ~ ~ ,",738c6bc090.png,270,100,480,64,7.5
"\Psi = { C } \Psi ^ { \ast } \, .",478234cbe5.png,33,12,128,32,4.0
a _ { \alpha } W _ { i } Z _ { \alpha } ^ { I } Y _ { 0 } ^ { \alpha } + W Z _ { \alpha } ^ { I } Y _ { I } ^ { \alpha },1a882641b7.png,120,48,192,32,6.0
Q _ { A } + ( \gamma ^ { 6 } \gamma ^ { 7 } \gamma ^ { 8 } \gamma ^ { 9 } ) _ { A } ^ { B } \tilde { Q } _ { B } \nonumber,81ba9ce4a9.png,122,45,160,32,5.0
"W _ { ( 1 , 2 \ell , 1 ) } W _ { ( 1 , 1 , Z _ { 2 } ) } W _ { ( 1 , 2 \ell - 1 , 1 ) } W _ { ( 1 , 1 , Z _ { 2 } ) }",28a38729aa.png,117,56,256,32,8.0
"V ( z ) = A ^ { 2 } e ^ { - 2 \alpha z } - 2 A e ^ { - \alpha z } \ , \ A , \alpha > 0 \ .",1c2883bfac.png,90,38,320,32,10.0
\sigma _ { \pm } = \frac { \tau \pm \sigma } { 2 } \ .,3fdecf80a1.png,54,17,128,64,2.0
"k ^ { u } ( K _ { u v } ) _ { j } ^ { i } = \partial _ { v } P _ { j } ^ { i } + [ p _ { v } , P ] _ { j } ^ { i } ,",5f9a3eb396.png,116,55,224,32,7.0
"\rho _ { 0 } ( \theta ) = \frac { 1 } { \pi } \sqrt { \mu - \frac { 1 } { 4 } \mu ^ { 2 } \theta ^ { 2 } } ,",580036eb68.png,108,39,192,64,3.0
C _ { A B C } = \frac { 1 } { 2 4 \pi } \big ( A _ { [ A } ^ { i } \partial _ { B } A _ { C ] } ^ { i } + i \frac { 2 } { 3 } f ^ { i j k } A _ { [ A } ^ { i } A _ { B } ^ { j } A _ { C ] } ^ { k } \big ) .,6157449337.png,206,92,320,64,5.0
= g ^ { 2 } \left( \begin{array} { c c } { \delta _ { \mu \nu } \delta _ { A B } \delta ^ { 4 } ( x - y ) } & { 0 } \\ { 0 } & { \delta _ { A B } \delta ^ { 4 } ( x - y ) } \\ \end{array} \right),505cc30969.png,195,66,320,64,5.0
