formula,image,formula_len_chars,formula_len_tokens_rough,image_width,image_height,aspect_ratio
"\left( P _ { + } A _ { \delta } ^ { ( 1 ) } \right) ^ { \alpha ( m ) \dot { \alpha } ( \tilde { m } ) , \beta ( n ) } = \left\{ \begin{array} { c c c } { A _ { \delta } ^ { ( 1 ) , \alpha ( m ) \dot { \alpha } ( \tilde { m } ) , \beta ( n ) } \; \; } & { \mathrm { f o r } } & { \; \; \tilde { m } = \mathrm { e v e n } } \\ { 0 \; \; } & { \mathrm { f o r } } & { \; \; \tilde { m } = \mathrm { o d d } } \\ \end{array} \right.",545b9696c4.png,428,143,480,64,7.5
\left( \begin{array} { r l } { Q _ { 1 1 } } & { Q _ { 1 2 } } \\ { Q _ { 2 1 } } & { Q _ { 2 2 } } \\ \end{array} \right) = \frac { 1 } { 6 } N \omega _ { 1 } R _ { 1 } ^ { 2 } \left( \begin{array} { r l } { - \operatorname { s i n } 2 \omega _ { 1 } t } & { \operatorname { c o s } 2 \omega _ { 1 } t } \\ { \operatorname { c o s } 2 \omega _ { 1 } t } & { \operatorname { s i n } 2 \omega _ { 1 } t } \\ \end{array} \right),464729c5b0.png,426,140,384,64,6.0
"{ \cal O } _ { i } ^ { ( q ) } = \left. \left( \left. { \frac { \partial \Gamma _ { \infty } ^ { ( \beta ) } } { \partial \beta _ { i } } } \right| _ { \Phi , K } \right) \right| _ { \beta = 0 } = \left. \left( \left. { \frac { \partial W _ { \infty } ^ { ( \beta ) } } { \partial \beta _ { i } } } \right| _ { J , K } \right) \right| _ { \beta = 0 } = \left. < { \frac { \partial \Sigma _ { \infty } ^ { ( \beta ) } } { \partial \beta _ { i } } } > _ { J } \right| _ { \beta = 0 } .",1ffc81b3b8.png,483,143,480,64,7.5
"\alpha _ { A } ( \varphi _ { 0 } ) \simeq \alpha _ { 3 } ( \varphi _ { 0 } ) + { \frac { \partial \widehat \sigma } { \partial \varphi _ { 0 } } } \left( { \frac { B } { M } } \right) _ { A } + { \frac { \partial \widehat \delta } { \delta \varphi _ { 0 } } } \left( { \frac { D } { M } } \right) _ { A } + a _ { 3 } { \frac { \partial \alpha } { \partial \varphi _ { 0 } } } \left( { \frac { E } { M } } \right) _ { A } \ ,",694e433736.png,424,127,480,64,7.5
"{ \sum _ { i , j , k , l = 1 } ^ { h } \omega _ { l } ^ { 2 } \partial _ { z } \left( { \omega _ { i } / \omega _ { l } } \right) A _ { i j } A _ { l k } \overline { \omega } _ { k } ^ { 2 } \partial _ { \bar { z } } \left( { \overline { \omega } _ { j } / \overline { \omega } _ { k } } \right) } = \left( \sum _ { i , j = 1 } ^ { h } \omega _ { i } A _ { i j } \overline { \omega } _ { j } \right) ^ { 3 } .",594608c469.png,409,141,480,64,7.5
"\langle { T _ { \ k } ^ { j } } \rangle - \langle T _ { _ { \oslash } k } ^ { \, j } \rangle \sim { \frac { \pi M ^ { 2 } } { 2 } } \Phi ^ { 2 } \Big ( { \frac { 1 } { c ^ { 2 } } } u ^ { j } u _ { k } - { \frac { c _ { _ \mathrm { S } } ^ { 2 } } { c ^ { 2 } } } \gamma _ { _ k } ^ { j } \Big ) \, \operatorname { l n } \Big \{ { \frac { w _ { \! _ { \odot } } } { w } } \Big \} .",7781e4c675.png,381,142,384,64,6.0
"\Gamma _ { \underline { \alpha } \underline { \beta } } ^ { 0 } = \left( \begin{array} { c c } { 1 } & { 0 } \\ { 0 } & { 1 } \\ \end{array} \right) \, , \quad \Gamma _ { \underline { \alpha } \underline { \beta } } ^ { 1 } = \left( \begin{array} { c c } { 0 } & { 1 } \\ { 1 } & { 0 } \\ \end{array} \right) \, , \quad \Gamma _ { \underline { \alpha } \underline { \beta } } ^ { 2 } = \left( \begin{array} { c c } { - 1 } & { 0 } \\ { 0 } & { 1 } \\ \end{array} \right) \, .",5a0342e27c.png,475,132,480,64,7.5
"\Pi _ { i } ^ { a } \left( { \bf x } \right) \left| \Omega \right\rangle = \overline { \psi } \left( { \bf y } \right) U ( { \bf y } , { \bf 0 } ) \psi \left( { \bf 0 } \right) \Pi _ { i } ^ { a } \left( { \bf x } \right) \left| 0 \right\rangle + g T ^ { a } \int _ { \bf 0 } ^ { \bf y } { d z _ { i } } \delta \left( { { \bf x } - { \bf z } } \right) \left| \Omega \right\rangle .",793ea81515.png,381,110,480,64,7.5
\frac { \pi ^ { 2 } R ^ { 6 } c ( R ^ { 2 } ) } { 2 4 } \int \mathrm { d } ^ { 4 } x A \raisebox { - 4 p t } { \stackrel { \displaystyle { ( x ) } } { \scriptstyle { \mu a } } } \left( \partial ^ { 2 } A \raisebox { - 4 p t } { \stackrel { \displaystyle { ( x ) } } { \scriptstyle { \mu a } } } - \partial _ { \mu } \partial _ { \nu } A \raisebox { - 4 p t } { \stackrel { \displaystyle { ( x ) } } { \scriptstyle { \nu a } } } \right),25022e42dc.png,435,131,320,64,5.0
"\chi _ { \dot { q } \dot { p } } ^ { 1 } = \chi ^ { 1 } \delta _ { \dot { q } \dot { p } } + \chi ^ { 1 i j } \tilde { \gamma } _ { \dot { q } \dot { p } } ^ { i j } + \chi _ { \dot { q } \dot { p } } ^ { 1 i j k l } , \ \chi _ { q p } ^ { 2 } = \chi ^ { 2 } \delta _ { q p } + \chi ^ { 2 i j } \gamma _ { q p } ^ { i j } + \chi ^ { 2 i j k l } \gamma _ { q p } ^ { i j k l } .",684a61931f.png,377,150,480,32,15.0
b = e ^ { \frac { i } { 2 } \operatorname { l n } ( \frac { 2 \hbar } { \theta } ) D } \left( \frac { 1 } { \sqrt { 2 } } \left( \frac { \tilde { x } _ { 1 } + i \tilde { x } _ { 2 } } { \sqrt { 2 \hbar } } \right) + \frac { i } { \sqrt { 2 } } \left( \frac { \tilde { p } _ { 1 } + i \tilde { p } _ { 2 } } { \sqrt { 2 \hbar } } \right) \right) e ^ { - \frac { i } { 2 } \operatorname { l n } ( \frac { 2 \hbar } { \theta } ) D },1eb4f1b7f2.png,430,140,480,64,7.5
"\left( \begin{array} { l } { \tilde { \mathcal { F } } ^ { + } } \\ { \tilde { G } _ { + } } \\ \end{array} \right) = \mathcal { S } \left( \begin{array} { l } { \mathcal { F } ^ { + } } \\ { G _ { + } } \\ \end{array} \right) = \left( \begin{array} { l l } { A } & { B } \\ { C } & { D } \\ \end{array} \right) \left( \begin{array} { l } { \mathcal { F } ^ { + } } \\ { G _ { + } } \\ \end{array} \right) \, .",7f226a8510.png,410,116,320,64,5.0
"\int _ { 0 } ^ { \infty } t ^ { - \lambda } J _ { \nu } ^ { 2 } ( \alpha t ) d t = \frac { \alpha ^ { \lambda - 1 } \Gamma ( \lambda ) \Gamma \left( \displaystyle { \frac { 2 \nu - \lambda + 1 } { 2 } } \right) } { 2 ^ { \lambda } \Gamma ^ { 2 } \left( \displaystyle { \frac { \lambda + 1 } { 2 } } \right) \Gamma \left( \displaystyle { \frac { 2 \nu + \lambda + 1 } { 2 } } \right) } \, ,",75d3d9f214.png,389,109,384,96,4.0
"\Psi ( r , \theta , t ) = \sqrt { { \frac { i } { r } } } \, \, { \frac { 1 } { \sqrt { 2 \pi k _ { 0 } } } } \, \, { \frac { \operatorname { s i n } { \frac { \pi } { \alpha } } } { \operatorname { c o s } { \frac { \pi } { \alpha } } + \operatorname { c o s } \theta } } \, \, e ^ { - { \frac { b ^ { 2 } } { 4 \xi ^ { 2 } } } } \, \, \Psi _ { \mathrm { { f r e e } } } ( r , \alpha ^ { 2 } t ) ,",797dc3532d.png,398,139,480,64,7.5
\frac { \partial ^ { 2 } \tilde { \phi } } { \partial \tilde { t } ^ { 2 } } - \frac { \partial ^ { 2 } \tilde { \phi } } { \partial \tilde { x } ^ { 2 } } + \tilde { \eta } _ { m } \tilde { \phi } ^ { 2 } \frac { \partial \tilde { \phi } } { \partial \tilde { t } } = - \tilde { \phi } + \tilde { \alpha } \tilde { \phi } ^ { 2 } - \tilde { \lambda } \tilde { \phi } ^ { 3 } + \tilde { \xi } _ { m } \tilde { \phi } .,2bb585a903.png,418,125,384,64,6.0
"\begin{array} { c } { \Omega = d \left( p _ { \mu } d x ^ { \mu } + \theta _ { i } ^ { \mu } g _ { \mu \nu } D \theta _ { i } ^ { \nu } \right) = } \\ { = d p _ { \mu } \wedge d x ^ { \mu } + \frac 1 2 R _ { \mu \nu \lambda \rho } \theta _ { i } ^ { \mu } \theta _ { i } ^ { \nu } d x ^ { \lambda } \wedge d x ^ { \rho } } \\ { + g _ { \mu \nu } D \theta _ { i } ^ { \mu } \wedge D \theta _ { i } ^ { \nu } , } \\ \end{array}",677a04e0fd.png,425,143,384,96,4.0
"{ e } _ { \hat { 0 } } ^ { \; \; 0 } { \bar { e } } _ { \alpha } ^ { \; \; i } \left[ \frac { 1 } { 2 } \frac { \partial \Gamma ^ { ( 2 ) } } { \partial w ^ { i } } \right] = - { e } _ { \hat { 0 } } ^ { \; \; 0 } { \bar { e } } _ { \alpha } ^ { \; \; i } \left[ B _ { i } ^ { w ( 2 ) } \right] + { e } _ { \alpha } ^ { \; \; \mu } { e } _ { \hat { 0 } } ^ { \; \; \nu } K _ { \mu \nu } ^ { b } ,",701adf7cc7.png,396,149,384,64,6.0
"\left[ \widehat { { \mathcal J } } _ { \ell / r } ^ { 0 } \left( t , \underline { { x } } \right) , ~ \widehat { { \mathcal J } } _ { \ell / r } ^ { 0 } \left( t , \underline { { y } } \right) \right] \; = \; \pm ~ i ~ \frac { q ^ { 2 } } { 4 \pi ^ { 2 } } ~ \left( \underline { { B } } \left( \underline { { x } } , t \right) \, \cdot \, \underline { { \nabla } } \right) \; \delta \left( \underline { { x } } - \underline { { y } } \right) ~ ,",28a4dc3260.png,445,128,480,64,7.5
"\bar { F } _ { i } = - \frac { \partial { \cal W } } { \partial \Phi _ { i } } = \left\{ \begin{array} { l } { \lambda _ { 1 } ( \phi _ { 3 } ^ { 2 } - M ^ { 2 } ) \, , \, \, \, ~ ~ ~ ~ ~ ~ i = 1 \, , } \\ { \mu \phi _ { 3 } \, , \qquad ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ i = 2 \, , } \\ { 2 \lambda _ { 1 } \phi _ { 1 } \phi _ { 3 } + \mu \phi _ { 2 } \, , \, \, \, \, ~ ~ ~ i = 3 \, . } \\ \end{array} \right.",2bf78138a4.png,402,145,384,96,4.0
"\mu ^ { \prime \rho } = - \left( \partial _ { \sigma } \eta ^ { * \alpha ( \rho ) } \right) B _ { \alpha } ^ { \; ( \sigma ) } + \eta ^ { * \alpha ( \sigma ) } \partial _ { \sigma } B _ { \alpha } ^ { \; ( \rho ) } + \varepsilon ^ { \alpha \beta \gamma \delta } A _ { \alpha \beta } ^ { * \; \; ( \sigma ) } \partial _ { \sigma } A _ { \gamma \delta } ^ { * \; \; ( \rho ) } ,",341044469a.png,376,108,480,64,7.5
\protect \eta = - { \frac { \mu } { \operatorname { l n } \mu } } \left( 1 + { \frac { \operatorname { l n } ( - \operatorname { l n } \mu ) } { \operatorname { l n } \mu } } + \left( { \frac { \operatorname { l n } ( - \operatorname { l n } \mu ) } { \operatorname { l n } \mu } } \right) ^ { 2 } - { \frac { \operatorname { l n } ( - \operatorname { l n } \mu ) } { ( \operatorname { l n } \mu ) ^ { 2 } } } + \cdots \right) .,3043dc1d05.png,428,120,480,64,7.5
"h _ { ( 3 ) } = \left\{ \begin{array} { l l } { \Pi ^ { \mu } \, d \bar { \theta } _ { + } \Gamma _ { \mu } d \theta _ { + } } & { ( h e t e r o t i c ) } \\ { \Pi ^ { \mu } \, d \bar { \theta } \Gamma _ { \mu } \Gamma _ { 1 1 } d \theta } & { ( I I A ) } \\ { \tilde { S } _ { I J } \, \Pi ^ { \mu } \, d \bar { \theta } _ { + } ^ { I } \Gamma _ { \mu } d \theta _ { + } ^ { J } } & { ( I I B ) } \\ \end{array} \right.",7e63fac2b5.png,420,149,384,96,4.0
"\Phi ( z _ { 0 } ) [ x ^ { \Gamma } ] = \int _ { { \bf x } \nolinebreak \left\{ \begin{array} { l l } { ( 1 0 , 3 ) ( 0 , 0 ) \setlength { \unitlength } { . 5 p t } \put ( 1 , - 7 ) { \line ( 0 , 1 ) { 1 4 } } \put ( 2 , - 7 ) { \scriptscriptstyle \partial \Sigma } } \\ \end{array} \right. = { \bf x } _ { 0 } } \phi ( z _ { 0 } ) \operatorname { e x p } { \left( - S \left[ { \bf x } ^ { \Sigma } \right] \right) } \, d \! { \bf x } ^ { \Sigma } .",22c2ad0413.png,449,139,384,64,6.0
"F _ { n } \left( { \vec { z } } \right) = \sum _ { { \vec { c } } } D _ { { \vec { c } } , n } \theta \left[ \begin{array} { c } { { \vec { 0 } } } \\ { \frac { { \vec { c } } } { \ell } } \\ \end{array} \right] \left( { \vec { z } } - \frac { \tau } { \omega \kappa } \left( n + \frac { \beta } { 2 \pi } \right) { \hat { e } } + \frac { \alpha } { 2 \pi \omega \kappa } { \hat { e } } , \Omega \right)",13647004bf.png,403,122,480,64,7.5
i \gamma ^ { \mu } \partial _ { \mu } \left( \begin{array} { c } { \psi _ { L } } \\ { \psi _ { R } } \\ { \psi _ { \nu } } \\ \end{array} \right) = \left( \begin{array} { c c c } { 0 } & { \phi ^ { 2 } } & { 0 } \\ { \overline { { \phi ^ { 2 } } } } & { 0 } & { \overline { { \phi ^ { 1 } } } } \\ { 0 } & { \phi ^ { 1 } } & { 0 } \\ \end{array} \right) \left( \begin{array} { c } { \psi _ { L } } \\ { \psi _ { R } } \\ { \psi _ { \nu } } \\ \end{array} \right) .,36f1510744.png,465,146,384,96,4.0
"g ^ { 2 } \wp ( \alpha \cdot q ) { { } \atop { \longrightarrow \atop { \omega _ { 3 } \to + \infty } } } \left\{ \begin{array} { c l l } { m ^ { 2 } \, e ^ { \alpha \cdot Q } } & { \alpha \in \Pi , } & { \delta < 1 / h , } \\ { m ^ { 2 } \, e ^ { - \alpha _ { h } \cdot Q } } & { \alpha _ { h } : \mathrm { h i g h e s t ~ r o o t } , } & { \delta = 1 / h , } \\ { 0 } & { \mathrm { o t h e r w i s e . } } & { } \\ \end{array} \right.",70809a4b2e.png,435,149,480,128,3.75
"\leq \left\{ \begin{array} { l l } { \ P _ { 1 } ( \, \vert \vec { p } \vert \, ) } & { f o r \ \alpha \geq \hat { \alpha } } \\ { \ P _ { 2 } ( \, \vert \operatorname { l o g } ( \alpha ) \vert \, ) \ P _ { 3 } ( \, \vert \vec { p } \vert \sqrt \alpha \, ) \ \alpha ^ { \, - 2 l + s + \frac { \vert \omega \vert } { 2 } } } & { f o r \ \alpha _ { 0 } \leq \alpha \leq \hat { \alpha } \quad . } \\ \end{array} \right.",4741fb2f0f.png,417,125,480,64,7.5
"\Lambda \partial _ { \Lambda } { \cal { G } } _ { \mathrm { i r } } ^ { \Lambda , \Lambda _ { 0 } } \{ \varphi _ { \bf { k } } \} = - \partial _ { t } { \cal { G } } _ { t } \{ \tilde { \varphi } _ { \bf { q } } \} + \hat { \cal { R } } _ { s } { \cal { G } } _ { t } \{ \tilde { \varphi } _ { \bf { q } } \} + \frac { N _ { t } } { 2 } \left[ \eta _ { t } + D \operatorname { l n } Z _ { t } \right] \; ,",2737f5477e.png,405,138,480,64,7.5
"\begin{array} { r l } { d u } & { = \mp \star e \sp { u } \left( - d \delta + \alpha \wedge \beta - \operatorname { s i n } \theta d \theta \wedge d \phi \right) , } \\ { \alpha } & { = \mp \star e \sp { u } \left( - d \beta + \delta \wedge \alpha + \alpha \wedge \operatorname { c o s } \theta d \phi \right) , } \\ { \beta } & { = \mp \star e \sp { u } \left( d \alpha - \beta \wedge \delta + \beta \wedge \operatorname { c o s } \theta d \phi \right) . } \\ \end{array}",1ff91d8a48.png,472,118,384,96,4.0
\widetilde \Pi ^ { \prime } = \left( \begin{array} { l } { \widetilde F _ { 0 } ^ { \prime } } \\ { \widetilde F _ { 1 } ^ { \prime } } \\ { \widetilde X ^ { 0 } } \\ { \widetilde X ^ { 1 } } \\ \end{array} \right) = \left( \begin{array} { l } { \widetilde X _ { 0 } } \\ { \widetilde F _ { 1 } } \\ { - \widetilde F _ { 0 } } \\ { \widetilde X ^ { 1 } } \\ \end{array} \right) \ .,3e6898c7c3.png,381,105,384,96,4.0
\left( \begin{array} { l l } { a ^ { \prime \prime } } & { b ^ { \prime \prime } } \\ { c ^ { \prime \prime } } & { d ^ { \prime \prime } } \\ \end{array} \right) = \left( \begin{array} { l l } { a } & { b } \\ { c } & { d } \\ \end{array} \right) + \left( \begin{array} { l l } { a ^ { \prime } } & { b ^ { \prime } } \\ { c ^ { \prime } } & { d ^ { \prime } } \\ \end{array} \right),7120571e96.png,384,110,256,64,4.0
"D _ { \hat { \alpha } } \xi _ { \hat { \beta } } = - { \frac { 1 } { 4 } } ( \Gamma ^ { \mu \nu } ) _ { \hat { \beta } \hat { \alpha } } \partial _ { \mu } \xi _ { \nu } + { \frac { 1 } { 1 2 } } C _ { \hat { \beta } \hat { \alpha } } \partial _ { \sigma } \xi ^ { \sigma } + { \frac { 1 } { 1 2 } } ( \Gamma ^ { i j } ) _ { \hat { \beta } \hat { \alpha } } D _ { \sigma [ i j ] } \xi ^ { \sigma } ,",2c343fd0dc.png,399,134,480,64,7.5
"\hat { \bf G } = - \hat { \tau } _ { 3 } \left[ { \bf I } \, \partial ^ { 2 } + \hat { \bf P } _ { \pi } \hat { \cal M } _ { \pi } ^ { 2 } + \hat { \bf P } _ { \sigma } \hat { \cal M } _ { \sigma } ^ { 2 } \right] ^ { - 1 } \, ule { 0.14 mm } { 8.5 mm } \raisebox { - 2 . 8 5 m m } { \scriptsize { \; \vec { \varphi } _ { 1 } = \vec { \varphi } _ { 2 } = \vec { \varphi } } } .",234b7e0a00.png,377,127,384,64,6.0
\beta _ { 0 0 } = \sum _ { \rho = 0 } ^ { N } \frac { \left( \eta _ { 0 \rho } \right) ^ { 2 } } { 4 } \left[ \left( \frac { \tilde { \omega } } { \Omega _ { \rho } } - \frac { \Omega _ { \rho } } { \omega } \right) \mathrm { e } ^ { i \Omega _ { \rho } t } + \left( \frac { \Omega _ { \rho } } { \tilde { \omega } } - \frac { \tilde { \omega } } { \Omega _ { \rho } } \right) \mathrm { e } ^ { - i \Omega _ { \rho } t } \right] \; .,3d893e6ddd.png,433,129,480,64,7.5
V _ { v i s } ( \tilde { q } ) = \frac { | \frac { \partial W _ { v i s } } { \partial \tilde { q } } + \frac { \partial f _ { v i s } } { \partial \tilde { q } } \overline { { F _ { \Phi } } } | ^ { 2 } } { \frac { \partial ^ { 2 } f _ { v i s } } { \partial \tilde { q } \partial \tilde { q } ^ { \dagger } } } - 6 \mathrm { R e } ~ W _ { v i s } ( \tilde { q } ) F _ { \Phi } - f _ { v i s } | F _ { \Phi } | ^ { 2 } .,43c4038219.png,421,149,480,64,7.5
{ \cal L } _ { \mathrm { { U ( 1 ) F P } } } = i \overline { { c } } \raisebox { - 0 . 5 m m } { \hspace { 0 . 6 m m } ule { 0.1 mm } { 3.1 mm } ule { 3.1 mm } { 0.1 mm } ule { 0.1 mm } { 3.2 mm } \hspace { - 3 . 3 m m } ule { 3.2 mm } { 0.1 mm } \hspace { 0 . 7 m m } } c - \kappa \widetilde { h } ^ { \mu \rho } i \partial _ { \mu } \overline { { c } } \partial _ { \rho } c + \mathrm { O } ( \kappa ^ { 2 } ) .,3fb91b8dd2.png,413,141,320,32,10.0
"\begin{array} { l } { ( 1 ) \quad { \displaystyle { \frac { \delta } { \delta b _ { a } } } } \Delta = 0 \, , \qquad ( 2 ) \quad \displaystyle { \int } d ^ { 3 } x \, { \displaystyle { \frac { \delta } { \delta \, c ^ { a } } } } \Delta = 0 \, , \qquad ( 3 ) \quad { \cal G } ^ { a } \Delta = 0 \, , } \\ { ( 4 ) \quad { \cal W } _ { X } \Delta = 0 \, , \qquad X = \mathrm { d i f f . , \, L o r e n t z \, , \, r i g i d } \, . } \\ \end{array}",276ddb6fd4.png,445,141,480,128,3.75
"\begin{array} { c } { H _ { l } s _ { l } \left( r , \chi \right) = \left\{ 2 \operatorname { s i n h } { } ^ { 2 } \frac { i } { 2 } \frac { d } { d r } + \frac { l \left( l + 1 \right) } { 2 r \left( r + i \right) } e ^ { i \frac { d } { d r } } \right\} s _ { l } \left( r , \chi \right) = } \\ { = \left( \operatorname { c o s h } \chi - 1 \right) s _ { l } \left( r , \chi \right) } \\ \end{array}",1243853fd9.png,402,124,384,64,6.0
"\partial _ { k } \Gamma _ { k } [ \phi ] = \operatorname* { l i m } _ { \delta k \to 0 } \frac { 1 } { 2 \delta k } \left[ \operatorname { l n } \operatorname* { d e t } \frac { \delta ^ { 2 } \Gamma _ { k } } { \delta \phi _ { k } ^ { \Lambda } \delta \phi _ { k } ^ { \Lambda } } - \operatorname { l n } \operatorname* { d e t } \frac { \delta ^ { 2 } \Gamma _ { k } } { \delta \phi _ { k - \delta k } ^ { \Lambda } \delta \phi _ { k - \delta k } ^ { \Lambda } } \right] ,",311f7950bc.png,474,138,480,64,7.5
"\left\{ \begin{array} { l } { { \cal F _ { A } } \operatorname* { l i m } _ { \tau ^ { \prime } \rightarrow \infty } { \cal F } _ { { \cal U } _ { \tau ^ { \prime } } { \cal B } } - { \cal F _ { A } F _ { B } } = 0 \; \; \mathrm { f o r } \; \; { \cal A , B } \; \; \mathrm { o f ~ { \bf ~ V } - t y p e } \; , } \\ { 0 \; \; \mathrm { o t h e r w i s e } \; . } \\ \end{array} \right.",59ff34b28f.png,385,129,480,64,7.5
"\int \prod _ { j = 1 } ^ { g } d \nu _ { j } d \bar { \nu } _ { j } d \hat { \nu } _ { j } d \hat { \bar { \nu } } _ { j } \, \, \mathrm { e } ^ { \int _ { \Sigma _ { g } } { \cal L } _ { 5 } } = \operatorname* { d e t } \left( { \frac { 1 } { \Omega - \bar { \Omega } } } \bar { \partial } \bar { \Omega } { \frac { 1 } { \Omega - \bar { \Omega } } } \partial \Omega \right) ,",695b61cc29.png,377,122,480,64,7.5
{ \frac { \delta ( \stackrel { ( 0 ) } { S _ { 0 } } + g \stackrel { ( 1 ) } { S _ { 0 } } + g ^ { 2 } \stackrel { ( 2 ) } { S _ { 0 } } + . . . ) } { \delta \varphi } } ( \stackrel { \smash { ( 0 ) } } { R } _ { \alpha } ^ { i } + g \stackrel { \smash { ( 1 ) } } { R } _ { \alpha } ^ { i } + g ^ { 2 } \stackrel { \smash { ( 2 ) } } { R } _ { \alpha } ^ { i } + . . . ) = 0 .,685c68cd7f.png,377,140,480,64,7.5
"0 = \nabla _ { ( \alpha } \overline { { \xi } } _ { \overline { { \beta } } ) a } = \partial _ { ( \alpha } \overline { { \xi } } _ { \overline { { \beta } } ) a } - H _ { \alpha \overline { { \beta } } } ^ { \, \, \, \overline { { \gamma } } } \overline { { \xi } } _ { \overline { { \gamma } } a } + H _ { \alpha \overline { { \beta } } } ^ { \, \, \, \gamma } \xi _ { \gamma } .",10311c9330.png,381,114,320,64,5.0
\langle \langle \widehat \chi \rangle \rangle = { \varepsilon ^ { \alpha } } _ { \mu \beta } \left( { \cal F } _ { + \alpha } \partial ^ { \mu } { \cal F } _ { + } ^ { \beta } + { \cal F } _ { - \alpha } \partial ^ { \mu } { \cal F } _ { - } ^ { \beta } \right) + m \left( { \cal F } _ { + \gamma } { \cal F } _ { + } ^ { \gamma } - { \cal F } _ { - \gamma } { \cal F } _ { - } ^ { \gamma } \right) .,a92774c430.png,400,122,480,64,7.5
"\widehat { L } _ { \beta } ( \lambda ) = \frac { 1 } { \operatorname { s i n } \gamma } \left( \begin{array} { c c } { \operatorname { s i n h } [ \gamma ( \lambda + \mathrm { i } S ^ { 3 } ) ] } & { \mathrm { i } \, \operatorname { s i n } \gamma \, e ^ { ( \gamma - \beta ) \lambda } \, S ^ { - } } \\ { \mathrm { i } \, \operatorname { s i n } \gamma \, e ^ { ( \beta - \gamma ) \lambda } \, S ^ { + } } & { \operatorname { s i n h } [ \gamma ( \lambda - \mathrm { i } S ^ { 3 } ) ] } \\ \end{array} \right)",36bcbd52ad.png,510,149,480,64,7.5
"\underline { { A } } ^ { \mu } = \frac 1 \ell \underline { { \Theta } } ^ { \mu } + { \frac { 1 } { 2 } } \epsilon ^ { \mu } \ _ { \nu \rho } \underline { { \Omega } } ^ { \nu \rho } \qquad , \qquad \underline { { \tilde { A } } } ^ { \mu } = - \frac 1 \ell \underline { { \Theta } } ^ { \mu } + { \frac { 1 } { 2 } } \epsilon ^ { \mu } \ _ { \nu \rho } \underline { { \Omega } } ^ { \nu \rho } \qquad .",21f5b34599.png,403,121,480,64,7.5
"\Delta _ { \kappa } ( \vec { x } , x _ { 0 } ) \sim { \frac { - i \kappa \operatorname { c o s h } \left( { \frac { \pi \kappa x ^ { 0 } } { 2 } } \right) \Gamma \left( 1 + i \kappa x ^ { 0 } \right) } { \left( 2 \pi \right) ^ { 2 } \sqrt { 1 + { \frac { m ^ { 2 } } { \kappa ^ { 2 } } } } \, | \vec { x } | \left( \kappa | \vec { x } | \right) ^ { 1 + i \kappa x ^ { 0 } } } }",2dbfb14129.png,377,122,320,64,5.0
"\left( \begin{array} { c c c } { - 1 } & { 0 } & { 0 } \\ { 0 } & { 0 } & { - 1 } \\ { 0 } & { - 1 } & { 0 } \\ \end{array} \right) , \quad \left( \begin{array} { c c c } { 0 } & { - 1 } & { 0 } \\ { - 1 } & { 0 } & { 0 } \\ { 0 } & { 0 } & { - 1 } \\ \end{array} \right) , \quad \left( \begin{array} { c c c } { 0 } & { 0 } & { - 1 } \\ { 0 } & { - 1 } & { 0 } \\ { - 1 } & { 0 } & { 0 } \\ \end{array} \right)",5733bb229b.png,411,148,480,128,3.75
"\delta ( \varepsilon ) \theta _ { \alpha \beta \gamma } ^ { + + \, \alpha ^ { \prime } \beta ^ { \prime } \gamma ^ { \prime } } = \left( P _ { \theta } ^ { + } E P _ { \theta } ^ { - } \right) _ { \alpha \beta \gamma } ^ { \, \, \, \, \, \, \, \, \, \, \, \, \alpha ^ { \prime } \beta ^ { \prime } \gamma ^ { \prime } } + \left( P _ { \theta } ^ { + } E P _ { \theta } ^ { - } \right) _ { \, \, \, \, \, \, \, \, \quad \alpha \beta \gamma } ^ { \alpha ^ { \prime } \beta ^ { \prime } \gamma ^ { \prime } }",547fd019ee.png,505,145,480,64,7.5
\omega = \sum _ { i = 1 } ^ { n } \frac { d u _ { i } } { u _ { i } } \wedge d \beta _ { i } - \sum _ { i < j } \frac { d \beta _ { i } \wedge d \beta _ { j } } { \beta _ { i } - \beta _ { j } } + \sum _ { i = 1 } ^ { m } \frac { d v _ { i } } { v _ { i } } \wedge d \kappa _ { i } - \sum _ { i < j } \frac { d \kappa _ { i } \wedge d \kappa _ { j } } { \kappa _ { i } - \kappa _ { j } } .,53eed07b68.png,389,146,480,64,7.5
"\Delta ^ { + } ( \omega ) = \operatorname { l n } \left( \frac { \Lambda ^ { 2 } } { m ^ { 2 } } \right) - \int _ { - \Lambda } ^ { + \Lambda } \frac { d { \bf k } } { [ { \bf k } ^ { 2 } + m _ { \mathrm { \scriptsize ~ e f f } } ^ { 2 } ] ^ { 1 / 2 } } \frac { { \bf k } ^ { 2 } } { [ { \bf k } ^ { 2 } + m _ { \mathrm { \scriptsize ~ e f f } } ^ { 2 } - \omega ^ { 2 } / 4 + i \epsilon ] } \; \; \; ,",3367496378.png,402,141,480,64,7.5
